folder,problem,file,ok,errortype,msg,actual
V3/,Ericson2022figure4,Ericson2022figure4_4,False,import error,error importing source code Ericson2022figure4_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure4/Ericson2022figure4_4.py', 2, 1, 'if day == 0 or day == 6:\n', 2, 3)), <traceback object at 0x1049e9000>)"
V3/,Ericson2022figure4,Ericson2022figure4_9,False,import error,error importing source code Ericson2022figure4_9,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure4/Ericson2022figure4_9.py', 2, 1, 'if day == 0 or day == 6:\n', 2, 3)), <traceback object at 0x1049e9940>)"
V3/,Ericson2022figure4,Ericson2022figure4_10,False,import error,error importing source code Ericson2022figure4_10,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure4/Ericson2022figure4_10.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x1049e9b40>)"
V3/,Ericson2022figure4,Ericson2022figure4_11,False,import error,error importing source code Ericson2022figure4_11,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure4/Ericson2022figure4_11.py', 2, 1, 'if day == 0 or day == 6:\n', 2, 3)), <traceback object at 0x1049e9b80>)"
V3/,Ericson2022figure4,Ericson2022figure4_13,False,import error,error importing source code Ericson2022figure4_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure4/Ericson2022figure4_13.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x1049e9cc0>)"
V3/,Ericson2022figure4,Ericson2022figure4_16,False,import error,error importing source code Ericson2022figure4_16,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure4/Ericson2022figure4_16.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x1049ea1c0>)"
V3/,Ericson2022figure8,Ericson2022figure8_1,False,runtime error,[] = 0,
V3/,Ericson2022figure8,Ericson2022figure8_2,False,runtime error,[] = 0,
V3/,Ericson2022figure8,Ericson2022figure8_5,False,runtime error,[] = 0,
V3/,Ericson2022figure8,Ericson2022figure8_6,False,runtime error,[] = 0,
V3/,Ericson2022figure8,Ericson2022figure8_7,False,runtime error,[] = 0,
V3/,Ericson2022figure8,Ericson2022figure8_9,False,runtime error,[] = 0,
V3/,Ericson2022figure8,Ericson2022figure8_12,False,import error,error importing source code Ericson2022figure8_12,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure8/Ericson2022figure8_12.py', 2, 1, 'if len(numList) == 0:\n', 2, 3)), <traceback object at 0x104f19b00>)"
V3/,Ericson2022figure8,Ericson2022figure8_16,False,runtime error,[] = 0,
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1,False,runtime error,error running Haynes_Magyar2022figure2_1,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054bfec0>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_2,False,runtime error,error running Haynes_Magyar2022figure2_2,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cc080>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3,False,runtime error,error running Haynes_Magyar2022figure2_3,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cc280>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_4,False,runtime error,error running Haynes_Magyar2022figure2_4,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cc040>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7,False,import error,error importing source code Haynes_Magyar2022figure2_7,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_7.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x1054cc640>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8,False,runtime error,error running Haynes_Magyar2022figure2_8,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cc100>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9,False,runtime error,error running Haynes_Magyar2022figure2_9,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054ccb80>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10,False,runtime error,error running Haynes_Magyar2022figure2_10,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cc380>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11,False,runtime error,error running Haynes_Magyar2022figure2_11,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054ccb40>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12,False,runtime error,error running Haynes_Magyar2022figure2_12,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054ccc40>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13,False,runtime error,error running Haynes_Magyar2022figure2_13,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054ccb00>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14,False,runtime error,error running Haynes_Magyar2022figure2_14,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cd240>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16,False,runtime error,error running Haynes_Magyar2022figure2_16,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cd680>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_17,False,runtime error,error running Haynes_Magyar2022figure2_17,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cd100>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18,False,runtime error,error running Haynes_Magyar2022figure2_18,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cd400>)"
V3/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19,False,runtime error,error running Haynes_Magyar2022figure2_19,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1054cc380>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,False,runtime error,error running Haynes_Magyar2022figure4_3,"(<class 'UnboundLocalError'>, UnboundLocalError(""local variable 'count' referenced before assignment""), <traceback object at 0x1053510c0>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_4,False,import error,error importing source code Haynes_Magyar2022figure4_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_4.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105351140>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,False,import error,error importing source code Haynes_Magyar2022figure4_6,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_6.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x1053514c0>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,False,import error,error importing source code Haynes_Magyar2022figure4_7,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_7.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105351140>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_10,False,import error,error importing source code Haynes_Magyar2022figure4_10,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_10.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105351940>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_11,False,runtime error,error running Haynes_Magyar2022figure4_11,"(<class 'UnboundLocalError'>, UnboundLocalError(""local variable 'count' referenced before assignment""), <traceback object at 0x105351b40>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_13,False,import error,error importing source code Haynes_Magyar2022figure4_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_13.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105351d40>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_14,False,import error,error importing source code Haynes_Magyar2022figure4_14,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_14.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105351b00>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_17,False,import error,error importing source code Haynes_Magyar2022figure4_17,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_17.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105352180>)"
V3/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,import error,error importing source code Haynes_Magyar2022figure4_19,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_19.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x105352200>)"
V3/,Karavirta2012Figure3,Karavirta2012Figure3_2,False,runtime error,error running Karavirta2012Figure3_2,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1010c8600>)"
V3/,Karavirta2012Figure3,Karavirta2012Figure3_7,False,runtime error,error running Karavirta2012Figure3_7,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1010c90c0>)"
V3/,Karavirta2012Figure3,Karavirta2012Figure3_8,False,runtime error,error running Karavirta2012Figure3_8,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1010c85c0>)"
V3/,Karavirta2012Figure3,Karavirta2012Figure3_13,False,runtime error,error running Karavirta2012Figure3_13,"(<class 'UnboundLocalError'>, UnboundLocalError(""local variable 'curmax' referenced before assignment""), <traceback object at 0x1010c9c00>)"
V3/,Weinmann2021figure1,Weinmann2021figure1_4,False,import error,error importing source code Weinmann2021figure1_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Weinmann2021figure1/Weinmann2021figure1_4.py', 2, 1, 'for index in range (len(li)-1,-1,-1):\n', 2, 4)), <traceback object at 0x102bbda00>)"
