priming,extra_with_indentation_priming,scrambled_lines,prompt,codex_output,problem
,False,"def getAverageDropLowest(numList):
sum = 0
lowest = numList[0]
return (sum - lowest) / (len(numList) - 1)
sum = sum + value
value = numList[index]
if len(numList) == 0:
return 0
for index in range(len(numList)):
lowest = value
if value < lowest:","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
def getAverageDropLowest(numList):
sum = 0
lowest = numList[0]
return (sum - lowest) / (len(numList) - 1)
sum = sum + value
value = numList[index]
if len(numList) == 0:
return 0
for index in range(len(numList)):
lowest = value
if value < lowest:
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    sum = 0
    lowest = numList[0]
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"def getAverageDropLowest(numList):
sum = 0
return 0
value = numList[index]
for index in range(len(numList)):
return (sum - lowest) / (len(numList) - 1)
lowest = numList[0]
if len(numList) == 0:
lowest = value
if value < lowest:
sum = sum + value","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
def getAverageDropLowest(numList):
sum = 0
return 0
value = numList[index]
for index in range(len(numList)):
return (sum - lowest) / (len(numList) - 1)
lowest = numList[0]
if len(numList) == 0:
lowest = value
if value < lowest:
sum = sum + value
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = numList[0]
    for index in range(1, len(numList)):
        value = numList[index]
        if value < lowest:
            lowest = value
        sum = sum + value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"def getAverageDropLowest(numList):
sum = 0
value = numList[index]
lowest = value
sum = sum + value
lowest = numList[0]
if len(numList) == 0:
return 0
return (sum - lowest) / (len(numList) - 1)
for index in range(len(numList)):
if value < lowest:","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
def getAverageDropLowest(numList):
sum = 0
value = numList[index]
lowest = value
sum = sum + value
lowest = numList[0]
if len(numList) == 0:
return 0
return (sum - lowest) / (len(numList) - 1)
for index in range(len(numList)):
if value < lowest:
# Solution
","def getAverageDropLowest(numList):
    sum = 0
    lowest = numList[0]
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    if len(numList) == 0:
        return 0
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"def getAverageDropLowest(numList):
sum = sum + value
for index in range(len(numList)):
lowest = value
sum = 0
lowest = numList[0]
if len(numList) == 0:
return 0
return (sum - lowest) / (len(numList) - 1)
if value < lowest:
value = numList[index]","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
def getAverageDropLowest(numList):
sum = sum + value
for index in range(len(numList)):
lowest = value
sum = 0
lowest = numList[0]
if len(numList) == 0:
return 0
return (sum - lowest) / (len(numList) - 1)
if value < lowest:
value = numList[index]
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
def getAverageDropLowest(numList):
return 0
if len(numList) == 0:
sum = 0
if value < lowest:
value = numList[index]
lowest = value
lowest = numList[0]
return (sum - lowest) / (len(numList) - 1)
sum = sum + value","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
def getAverageDropLowest(numList):
return 0
if len(numList) == 0:
sum = 0
if value < lowest:
value = numList[index]
lowest = value
lowest = numList[0]
return (sum - lowest) / (len(numList) - 1)
sum = sum + value
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
if len(numList) == 0:
return 0
if value < lowest:
sum = sum + value
return (sum - lowest) / (len(numList) - 1)
lowest = numList[0]
value = numList[index]
sum = 0
lowest = value
def getAverageDropLowest(numList):","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
if len(numList) == 0:
return 0
if value < lowest:
sum = sum + value
return (sum - lowest) / (len(numList) - 1)
lowest = numList[0]
value = numList[index]
sum = 0
lowest = value
def getAverageDropLowest(numList):
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    sum = 0
    lowest = numList[0]
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
",Ericson2022figure8
,False,"for index in range(len(numList)):
if value < lowest:
lowest = value
value = numList[index]
lowest = numList[0]
sum = 0
sum = sum + value
return 0
return (sum - lowest) / (len(numList) - 1)
if len(numList) == 0:
def getAverageDropLowest(numList):","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
if value < lowest:
lowest = value
value = numList[index]
lowest = numList[0]
sum = 0
sum = sum + value
return 0
return (sum - lowest) / (len(numList) - 1)
if len(numList) == 0:
def getAverageDropLowest(numList):
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        if value < lowest:
            lowest = value
        sum = sum + value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
if value < lowest:
sum = sum + value
return 0
return (sum - lowest) / (len(numList) - 1)
def getAverageDropLowest(numList):
if len(numList) == 0:
lowest = value
lowest = numList[0]
sum = 0
value = numList[index]","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
if value < lowest:
sum = sum + value
return 0
return (sum - lowest) / (len(numList) - 1)
def getAverageDropLowest(numList):
if len(numList) == 0:
lowest = value
lowest = numList[0]
sum = 0
value = numList[index]
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        if value < lowest:
            lowest = value
        sum = sum + value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
lowest = numList[0]
sum = 0
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
value = numList[index]
sum = sum + value
return 0
if value < lowest:
lowest = value
def getAverageDropLowest(numList):","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
lowest = numList[0]
sum = 0
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
value = numList[index]
sum = sum + value
return 0
if value < lowest:
lowest = value
def getAverageDropLowest(numList):
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
",Ericson2022figure8
,False,"for index in range(len(numList)):
lowest = numList[0]
value = numList[index]
return 0
sum = 0
def getAverageDropLowest(numList):
sum = sum + value
if value < lowest:
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
lowest = value","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
lowest = numList[0]
value = numList[index]
return 0
sum = 0
def getAverageDropLowest(numList):
sum = sum + value
if value < lowest:
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
lowest = value
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
return 0
return (sum - lowest) / (len(numList) - 1)
if len(numList) == 0:
lowest = value
def getAverageDropLowest(numList):
value = numList[index]
if value < lowest:
sum = sum + value
lowest = numList[0]
sum = 0","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
return 0
return (sum - lowest) / (len(numList) - 1)
if len(numList) == 0:
lowest = value
def getAverageDropLowest(numList):
value = numList[index]
if value < lowest:
sum = sum + value
lowest = numList[0]
sum = 0
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
return 0
sum = 0
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
value = numList[index]
def getAverageDropLowest(numList):
lowest = value
if value < lowest:
sum = sum + value
lowest = numList[0]","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
return 0
sum = 0
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
value = numList[index]
def getAverageDropLowest(numList):
lowest = value
if value < lowest:
sum = sum + value
lowest = numList[0]
# Solution
","def getAverageDropLowest(numList):
    if len(numList) == 0:
        return 0
    lowest = numList[0]
    sum = 0
    for index in range(len(numList)):
        value = numList[index]
        if value < lowest:
            lowest = value
        sum = sum + value
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"for index in range(len(numList)):
sum = 0
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
value = numList[index]
lowest = numList[0]
def getAverageDropLowest(numList):
lowest = value
sum = sum + value
if value < lowest:
return 0","# Problem description
Put the code in order to return the average of the values in a list and protect against divide by zero error.
# Scrambled lines
for index in range(len(numList)):
sum = 0
if len(numList) == 0:
return (sum - lowest) / (len(numList) - 1)
value = numList[index]
lowest = numList[0]
def getAverageDropLowest(numList):
lowest = value
sum = sum + value
if value < lowest:
return 0
# Solution
","def getAverageDropLowest(numList):
    sum = 0
    lowest = numList[0]
    for index in range(len(numList)):
        value = numList[index]
        sum = sum + value
        if value < lowest:
            lowest = value
    if len(numList) == 0:
        return 0
    return (sum - lowest) / (len(numList) - 1)
 
",Ericson2022figure8
,False,"def check_guess(guess,target):
def check_guess(guess,target:
return ""too low'
elif guess == target:
return 'correct'
return 'too high'
return 'correct
return 'too low'
if guess < target:
else:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
def check_guess(guess,target:
return ""too low'
elif guess == target:
return 'correct'
return 'too high'
return 'correct
return 'too low'
if guess < target:
else:
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
else:
if guess < target:
return 'too low'
elif guess == target:
return ""too low'
return 'too high'
return 'correct'
def check_guess(guess,target:
return 'correct","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
else:
if guess < target:
return 'too low'
elif guess == target:
return ""too low'
return 'too high'
return 'correct'
def check_guess(guess,target:
return 'correct
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
else:
return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
if guess < target:
def check_guess(guess,target:
return 'too high'
return 'correct'
return ""too low'
return 'correct
else:
return 'too low'
elif guess == target:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
if guess < target:
def check_guess(guess,target:
return 'too high'
return 'correct'
return ""too low'
return 'correct
else:
return 'too low'
elif guess == target:
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
if guess < target:
elif guess == target:
return 'correct
return 'correct'
else:
return 'too low'
return ""too low'
def check_guess(guess,target:
return 'too high'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
if guess < target:
elif guess == target:
return 'correct
return 'correct'
else:
return 'too low'
return ""too low'
def check_guess(guess,target:
return 'too high'
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
else:
return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return ""too low'
elif guess == target:
def check_guess(guess,target:
return 'correct
if guess < target:
return 'correct'
else:
return 'too low'
return 'too high'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return ""too low'
elif guess == target:
def check_guess(guess,target:
return 'correct
if guess < target:
return 'correct'
else:
return 'too low'
return 'too high'
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return ""too low'
return 'correct'
return 'too low'
if guess < target:
def check_guess(guess,target:
elif guess == target:
else:
return 'correct
return 'too high'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return ""too low'
return 'correct'
return 'too low'
if guess < target:
def check_guess(guess,target:
elif guess == target:
else:
return 'correct
return 'too high'
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return 'correct
return ""too low'
def check_guess(guess,target:
if guess < target:
return 'too high'
return 'too low'
return 'correct'
elif guess == target:
else:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return 'correct
return ""too low'
def check_guess(guess,target:
if guess < target:
return 'too high'
return 'too low'
return 'correct'
elif guess == target:
else:
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
else:
return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return 'correct
return 'too low'
return ""too low'
return 'correct'
elif guess == target:
return 'too high'
if guess < target:
else:
def check_guess(guess,target:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return 'correct
return 'too low'
return ""too low'
return 'correct'
elif guess == target:
return 'too high'
if guess < target:
else:
def check_guess(guess,target:
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return 'correct'
def check_guess(guess,target:
return ""too low'
if guess < target:
else:
return 'too high'
return 'too low'
return 'correct
elif guess == target:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return 'correct'
def check_guess(guess,target:
return ""too low'
if guess < target:
else:
return 'too high'
return 'too low'
return 'correct
elif guess == target:
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return 'too high'
def check_guess(guess,target:
return 'too low'
if guess < target:
else:
return 'correct
return 'correct'
elif guess == target:
return ""too low'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return 'too high'
def check_guess(guess,target:
return 'too low'
if guess < target:
else:
return 'correct
return 'correct'
elif guess == target:
return ""too low'
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return 'too high'
return ""too low'
def check_guess(guess,target:
return 'correct
if guess < target:
elif guess == target:
return 'too low'
else:
return 'correct'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return 'too high'
return ""too low'
def check_guess(guess,target:
return 'correct
if guess < target:
elif guess == target:
return 'too low'
else:
return 'correct'
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
else:
return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target):
return 'too high'
return 'too low'
if guess < target:
else:
def check_guess(guess,target:
elif guess == target:
return ""too low'
return 'correct
return 'correct'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target):
return 'too high'
return 'too low'
if guess < target:
else:
def check_guess(guess,target:
elif guess == target:
return ""too low'
return 'correct
return 'correct'
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
else:
return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target:
def check_guess(guess,target):
return 'too low'
return 'correct
return ""too low'
return 'too high'
elif guess == target:
return 'correct'
else:
if guess < target:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target:
def check_guess(guess,target):
return 'too low'
return 'correct
return ""too low'
return 'too high'
elif guess == target:
return 'correct'
else:
if guess < target:
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target:
if guess < target:
else:
return 'correct'
elif guess == target:
return 'too low'
return ""too low'
def check_guess(guess,target):
return 'too high'
return 'correct","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target:
if guess < target:
else:
return 'correct'
elif guess == target:
return 'too low'
return ""too low'
def check_guess(guess,target):
return 'too high'
return 'correct
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target:
return 'correct'
return 'correct
elif guess == target:
else:
return ""too low'
if guess < target:
return 'too low'
return 'too high'
def check_guess(guess,target):","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target:
return 'correct'
return 'correct
elif guess == target:
else:
return ""too low'
if guess < target:
return 'too low'
return 'too high'
def check_guess(guess,target):
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def check_guess(guess,target:
return 'too low'
if guess < target:
elif guess == target:
def check_guess(guess,target):
return 'correct
return 'correct'
return ""too low'
return 'too high'
else:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
def check_guess(guess,target:
return 'too low'
if guess < target:
elif guess == target:
def check_guess(guess,target):
return 'correct
return 'correct'
return ""too low'
return 'too high'
else:
# Solution
","def check_guess(guess,target):
if guess < target:
return 'too low'
elif guess == target:
return 'correct'
else:
return 'too high'
 
",Ericson2022figure2
,False,"elif guess == target:
def check_guess(guess,target):
else:
return 'too high'
return 'correct'
def check_guess(guess,target:
if guess < target:
return 'correct
return ""too low'
return 'too low'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
elif guess == target:
def check_guess(guess,target):
else:
return 'too high'
return 'correct'
def check_guess(guess,target:
if guess < target:
return 'correct
return ""too low'
return 'too low'
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"elif guess == target:
def check_guess(guess,target):
if guess < target:
return 'correct
return 'too high'
return 'correct'
return 'too low'
return ""too low'
else:
def check_guess(guess,target:","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
elif guess == target:
def check_guess(guess,target):
if guess < target:
return 'correct
return 'too high'
return 'correct'
return 'too low'
return ""too low'
else:
def check_guess(guess,target:
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"elif guess == target:
def check_guess(guess,target):
return 'correct'
return ""too low'
def check_guess(guess,target:
if guess < target:
return 'too high'
else:
return 'correct
return 'too low'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
elif guess == target:
def check_guess(guess,target):
return 'correct'
return ""too low'
def check_guess(guess,target:
if guess < target:
return 'too high'
else:
return 'correct
return 'too low'
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"elif guess == target:
else:
if guess < target:
def check_guess(guess,target:
return 'too low'
def check_guess(guess,target):
return 'correct'
return ""too low'
return 'correct
return 'too high'","# Problem description
Finish the function below to return 'too low' if the guess is less than the passed target, 'correct' if they are equal, and 'too high' if the guess is greater than the passed target. For example, check_guess(5,7) returns 'too low', check_guess(7,7) returns 'correct', and check_guess(9,7) returns 'too high'. There are three extra blocks that are not needed in a correct solution
# Scrambled lines
elif guess == target:
else:
if guess < target:
def check_guess(guess,target:
return 'too low'
def check_guess(guess,target):
return 'correct'
return ""too low'
return 'correct
return 'too high'
# Solution
","def check_guess(guess,target):
    if guess < target:
        return 'too low'
    elif guess == target:
        return 'correct'
    else:
        return 'too high'
 
",Ericson2022figure2
,False,"def isLevel(elList, start, end):
min = max
return (max-min) <= 10
if value > max:
min = value
value = elList[index]
for index in range(start, end+1):
max = value
if value < min:
max = elList[start]","# Problem description
write a function to return true if the difference between the maximum and minimum value between a given start and end index (inclusive) was 10 or less.
# Scrambled lines
def isLevel(elList, start, end):
min = max
return (max-min) <= 10
if value > max:
min = value
value = elList[index]
for index in range(start, end+1):
max = value
if value < min:
max = elList[start]
# Solution
","def isLevel(elList, start, end):
min = elList[start]
max = elList[start]
for index in range(start, end+1):
value = elList[index]
if value > max:
max = value
if value < min:
min = value
return (max-min) <= 10
",Ericson2018figure5
,False,"def isLevel(elList, start, end):
return (max-min) <= 10
value = elList[index]
if value > max:
if value < min:
max = value
min = max
max = elList[start]
for index in range(start, end+1):
min = value","# Problem description
write a function to return true if the difference between the maximum and minimum value between a given start and end index (inclusive) was 10 or less.
# Scrambled lines
def isLevel(elList, start, end):
return (max-min) <= 10
value = elList[index]
if value > max:
if value < min:
max = value
min = max
max = elList[start]
for index in range(start, end+1):
min = value
# Solution
","def isLevel(elList, start, end):
    max = elList[start]
    min = max
    for index in range(start, end+1):
        value = elList[index]
        if value > max:
            max = value
        if value < min:
            min = value
    return (max-min) <= 10
",Ericson2018figure5
,False,"def isLevel(elList, start, end):
value = elList[index]
max = value
return (max-min) <= 10
for index in range(start, end+1):
max = elList[start]
if value < min:
min = value
if value > max:
min = max","# Problem description
write a function to return true if the difference between the maximum and minimum value between a given start and end index (inclusive) was 10 or less.
# Scrambled lines
def isLevel(elList, start, end):
value = elList[index]
max = value
return (max-min) <= 10
for index in range(start, end+1):
max = elList[start]
if value < min:
min = value
if value > max:
min = max
# Solution
","def isLevel(elList, start, end):
max = elList[start]
min = max
for index in range(start, end+1):
value = elList[index]
if value < min:
min = value
if value > max:
max = value
return (max-min) <= 10
",Ericson2018figure5
,False,"for index in range(start, end+1):
def isLevel(elList, start, end):
if value < min:
value = elList[index]
if value > max:
min = value
max = elList[start]
min = max
return (max-min) <= 10
max = value","# Problem description
write a function to return true if the difference between the maximum and minimum value between a given start and end index (inclusive) was 10 or less.
# Scrambled lines
for index in range(start, end+1):
def isLevel(elList, start, end):
if value < min:
value = elList[index]
if value > max:
min = value
max = elList[start]
min = max
return (max-min) <= 10
max = value
# Solution
","def isLevel(elList, start, end):
max = elList[start]
min = max
for index in range(start, end+1):
value = elList[index]
if value < min:
min = value
if value > max:
max = value
return (max-min) <= 10
",Ericson2018figure5
