folder,figure,file,msg,ok,actual,expected,errortype
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_16,"9,8,8,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_16,"9,7,8,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_16,"9,4,5,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_17,error importing source code Haynes_Magyar2022figure4_17,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_17.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x10566d6c0>)",valid import,import error
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"0,0,0,[0]=1",0,1,1,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"1,0,0,[0]=0",0,0,0,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"0,0,1,[0,0]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"0,0,1,[0,0,0]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"0,0,1,[0,0,0,0]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"0,0,2,[0,0,0,0]=3",0,3,3,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"0,0,3,[0,0,0,0]=4",0,4,4,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"3,0,3,[1,2,3,1,2,3,1,2,3]=1",0,1,1,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"3,0,6,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"3,0,7,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"3,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"2,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"1,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,0,0,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,0,1,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,0,2,[9,9,9,9,9,9,9,9,9]=3",0,3,3,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,0,3,[9,9,9,9,9,9,9,9,9]=4",0,4,4,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,0,8,[9,9,9,9,9,9,9,9,9]=9",0,9,9,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,8,8,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,7,8,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_18,"9,4,5,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V2,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,error importing source code Haynes_Magyar2022figure4_19,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_19.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x10566de80>)",valid import,import error
V2,Hou2022figure2,Hou2022figure2_0,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_0,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_0,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_0,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_0,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_0,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_0,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_0,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_0,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_0,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_0,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_1,error importing source code Hou2022figure2_1,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V2/Hou2022figure2/Hou2022figure2_1.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x101198840>)",valid import,import error
V2,Hou2022figure2,Hou2022figure2_2,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_2,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_2,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_2,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_2,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_2,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_2,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_2,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_2,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_2,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_2,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_3,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_3,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_3,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_3,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_3,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_3,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_3,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_3,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_3,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_3,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_3,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_4,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_4,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_4,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_4,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_4,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_4,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_4,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_4,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_4,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_4,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_4,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_5,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_5,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_5,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_5,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_5,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_5,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_5,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_5,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_5,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_5,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_5,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_6,error importing source code Hou2022figure2_6,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V2/Hou2022figure2/Hou2022figure2_6.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x10119b0c0>)",valid import,import error
V2,Hou2022figure2,Hou2022figure2_7,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_7,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_7,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_7,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_7,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_7,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_7,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_7,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_7,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_7,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_7,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_8,error importing source code Hou2022figure2_8,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V2/Hou2022figure2/Hou2022figure2_8.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x10119bac0>)",valid import,import error
V2,Hou2022figure2,Hou2022figure2_9,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_9,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_9,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_9,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_9,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_9,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_9,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_9,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_9,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_9,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_9,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_10,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_10,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_10,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_10,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_10,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_10,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_10,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_10,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_10,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_10,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_10,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_11,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_11,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_11,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_11,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_11,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_11,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_11,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_11,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_11,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_11,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_11,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_12,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_12,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_12,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_12,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_12,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_12,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_12,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_12,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_12,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_12,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_12,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_13,error importing source code Hou2022figure2_13,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V2/Hou2022figure2/Hou2022figure2_13.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x1011ae240>)",valid import,import error
V2,Hou2022figure2,Hou2022figure2_14,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_14,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_14,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_14,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_14,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_14,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_14,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_14,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_14,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_14,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_14,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_15,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_15,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_15,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_15,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_15,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_15,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_15,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_15,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_15,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_15,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_15,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_16,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_16,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_16,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_16,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_16,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_16,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_16,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_16,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_16,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_16,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_16,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_17,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_17,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_17,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_17,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_17,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_17,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_17,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_17,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_17,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_17,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_17,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_18,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_18,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_18,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_18,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_18,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_18,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_18,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_18,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_18,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_18,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_18,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Hou2022figure2,Hou2022figure2_19,[] = [],0,[],[],
V2,Hou2022figure2,Hou2022figure2_19,[''] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_19,['a'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_19,"['a', 'b'] = [] ",0,[],[],
V2,Hou2022figure2,Hou2022figure2_19,['aaa'] = [] ,0,[],[],
V2,Hou2022figure2,Hou2022figure2_19,['aaaa'] = ['aaaa'] ,0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_19,"['aaaa', ''] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_19,"['aaaa', 'b'] = ['aaaa'] ",0,['aaaa'],['aaaa'],
V2,Hou2022figure2,Hou2022figure2_19,"['aaaa', 'bbbb'] = ['aaaa', 'bbbb'] ",0,"['aaaa', 'bbbb']","['aaaa', 'bbbb']",
V2,Hou2022figure2,Hou2022figure2_19,"['1','12','123','1234','12345','123456'] = ['1234','12345','123456'] ",0,"['1234', '12345', '123456']","['1234', '12345', '123456']",
V2,Hou2022figure2,Hou2022figure2_19,"['123456','12345','1234','123','12','1'] = ['123456','12345','1234'] ",0,"['123456', '12345', '1234']","['123456', '12345', '1234']",
V2,Karavirta2012Figure3,Karavirta2012Figure3_0,error running Karavirta2012Figure3_0,1,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x103427dc0>)",successful execution,runtime error
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,[],0,,,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,[-9],0,-9,-9,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[-9,-8]",0,-8,-8,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[-9,-8,-10]",0,-8,-8,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[1,2,3]",0,3,3,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[3,2,1]",0,3,3,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[-9,-8,-7,3,2,1]",0,3,3,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[1,1,1,1,1,1,1]",0,1,1,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[2,1,1,1,1,1,1]",0,2,2,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[1,1,1,1,1,1,2]",0,2,2,
V2,Karavirta2012Figure3,Karavirta2012Figure3_1,"[1,1,1,2,1,1,1]",0,2,2,
V2,Karavirta2012Figure3,Karavirta2012Figure3_2,error running Karavirta2012Figure3_2,1,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x1034385c0>)",successful execution,runtime error
V2,Karavirta2012Figure3,Karavirta2012Figure3_3,[],0,,,
V2,Karavirta2012Figure3,Karavirta2012Figure3_3,[-9],0,-9,-9,
V2,Karavirta2012Figure3,Karavirta2012Figure3_3,"[-9,-8]",0,-8,-8,
V2,Karavirta2012Figure3,Karavirta2012Figure3_3,"[-9,-8,-10]",0,-8,-8,
V2,Karavirta2012Figure3,Karavirta2012Figure3_3,"[1,2,3]",0,3,3,
